feature_name,top_returns,top_mfe,top_mae,top_short_horizon,top_long_horizon
avg_trade_size_fut_900s_btc,True,True,True,True,True
avg_trade_size_fut_900s_eth,True,True,False,True,True
avg_trade_size_spot_300s_btc,False,True,False,False,False
avg_trade_size_spot_300s_eth,True,False,True,False,False
avg_trade_size_spot_60s_btc,False,False,False,True,False
avg_trade_size_spot_900s_btc,True,True,True,True,True
avg_trade_size_spot_900s_eth,True,False,True,False,True
basis_300s_btc,True,True,True,True,True
basis_300s_eth,True,True,True,False,True
basis_60s_btc,True,False,False,True,False
basis_60s_eth,False,False,True,True,True
basis_sf_mid_60s_btc,False,False,False,True,False
basis_sf_mid_60s_eth,False,False,False,True,False
basis_vwap_sf_300s_btc,True,True,True,False,True
basis_vwap_sf_300s_eth,False,True,True,True,True
basis_vwap_sf_60s_btc,False,False,False,True,False
basis_vwap_sf_60s_eth,False,False,False,True,False
basis_vwap_sf_900s_btc,True,True,True,True,True
basis_vwap_sf_900s_eth,True,True,True,False,True
best_ask_fut_1s_btc,False,True,True,False,True
bid_churn_fut_2bps_60s_eth,False,True,False,True,False
bid_churn_fut_5bps_15s_btc,False,False,False,True,False
bid_churn_fut_5bps_60s_btc,True,False,False,True,False
bid_churn_fut_5bps_60s_eth,False,False,True,True,False
bid_churn_spot_2bps_60s_btc,True,False,True,False,False
bid_churn_spot_2bps_60s_eth,True,True,False,False,False
bid_churn_spot_5bps_15s_eth,False,True,False,False,True
bid_churn_spot_5bps_60s_btc,True,False,False,False,False
bid_churn_spot_5bps_60s_eth,False,False,True,True,False
book_asymmetry_div_fut_minus_spot_struct100_300s_btc,False,True,False,False,True
book_asymmetry_div_fut_minus_spot_struct100_300s_eth,False,True,True,True,True
book_asymmetry_div_fut_minus_spot_struct100_60s_eth,True,False,False,False,False
book_asymmetry_div_fut_minus_spot_struct100_900s_btc,True,True,True,False,True
book_asymmetry_div_fut_minus_spot_struct100_900s_eth,True,True,True,False,True
book_asymmetry_div_fut_minus_spot_struct50_300s_btc,True,True,False,True,True
book_asymmetry_div_fut_minus_spot_struct50_300s_eth,True,True,False,False,True
book_asymmetry_div_fut_minus_spot_struct50_60s_btc,True,False,False,False,False
book_asymmetry_div_fut_minus_spot_struct50_60s_eth,True,False,False,False,False
book_asymmetry_div_fut_minus_spot_struct50_900s_btc,True,True,True,False,True
book_asymmetry_div_fut_minus_spot_struct50_900s_eth,True,False,True,False,True
book_asymmetry_fut_struct100_1s_btc,False,False,False,True,False
book_asymmetry_fut_struct100_300s_btc,False,True,False,True,False
book_asymmetry_fut_struct100_300s_eth,True,True,True,True,False
book_asymmetry_fut_struct100_60s_eth,True,False,False,False,True
book_asymmetry_fut_struct100_900s_btc,True,True,False,False,True
book_asymmetry_fut_struct100_900s_eth,True,True,True,False,True
book_asymmetry_fut_struct50_1s_eth,False,False,False,True,False
book_asymmetry_fut_struct50_300s_btc,True,True,False,True,True
book_asymmetry_fut_struct50_300s_eth,True,False,False,False,False
book_asymmetry_fut_struct50_60s_btc,False,True,False,True,False
book_asymmetry_fut_struct50_60s_eth,False,False,False,True,False
book_asymmetry_fut_struct50_900s_btc,True,True,True,False,True
book_asymmetry_fut_struct50_900s_eth,True,True,True,False,True
book_asymmetry_spot_struct100_300s_btc,True,True,False,False,False
book_asymmetry_spot_struct100_300s_eth,True,True,True,False,False
book_asymmetry_spot_struct100_60s_eth,True,False,False,True,True
book_asymmetry_spot_struct100_900s_btc,True,True,True,False,False
book_asymmetry_spot_struct100_900s_eth,True,False,True,False,True
book_asymmetry_spot_struct50_300s_btc,True,True,False,False,False
book_asymmetry_spot_struct50_300s_eth,True,False,True,False,True
book_asymmetry_spot_struct50_60s_btc,True,False,True,False,False
book_asymmetry_spot_struct50_900s_btc,True,False,True,False,True
book_asymmetry_spot_struct50_900s_eth,True,True,False,False,False
bps_sym_fut_1s_btc,False,True,False,True,True
bps_sym_fut_1s_eth,False,False,False,True,False
bps_sym_spot_1s_btc,False,False,False,True,False
bps_sym_spot_1s_eth,True,True,True,True,False
ca_activity_avg_trade_size_spot_900s_spread_btceth,True,False,False,False,False
ca_activity_trade_count_spot_300s_spread_btceth,False,True,False,True,True
ca_basis_vwap_sf_spread_300s_btceth,True,False,True,False,True
ca_bps_spread_fut_eth,False,False,False,True,False
ca_day_range_bps_spread_fut_btceth,False,True,True,False,True
ca_dist_to_day_high_bps_spread_fut_btceth,True,True,False,True,True
ca_dist_to_day_high_bps_spread_spot_btceth,False,True,True,False,True
ca_dist_to_day_low_bps_spread_fut_btceth,True,True,True,False,True
ca_dist_to_day_low_bps_spread_spot_btceth,True,True,True,True,True
ca_impact_eff_fut_spread_60s_btceth,False,False,False,True,False
ca_impact_shock_fut_spread_15s_btceth,False,False,False,True,False
ca_impact_shock_fut_spread_60s_btceth,False,False,False,True,False
ca_impact_shock_spot_spread_60s_btceth,False,True,False,False,False
ca_lag_corr_eth_taker_lead_btc_ret_5s,False,False,False,True,False
ca_net_pressure_persist_fut_5bps_spread_300s_btceth,True,False,False,False,False
ca_net_pressure_persist_spot_5bps_spread_60s_btceth,False,False,False,True,False
ca_pull_rate_shock_spot_5bps_spread_60s_btceth,False,False,False,True,False
ca_queue_pressure_fut_1bps_spread_60s_btceth,False,False,False,True,False
ca_range_pct_spread_fut_900s_btceth,True,True,True,False,True
ca_range_pct_spread_spot_900s_btceth,False,True,True,True,True
ca_range_pos_day_spread_fut_btceth,False,True,True,True,True
ca_range_pos_day_spread_spot_btceth,False,True,True,False,True
ca_spread_bps_fut_spread_1s_btceth,False,True,False,False,False
ca_z_avg_trade_size_spot_900s_btc,False,False,True,True,False
ca_z_depth_curvature_fut_15s_btc,False,False,False,True,False
ca_z_depth_curvature_fut_60s_eth,False,False,False,True,False
ca_z_depth_slope_spot_15s_btc,False,False,False,True,False
ca_z_trade_count_spot_300s_btc,True,True,True,True,True
ca_z_trade_count_spot_300s_eth,True,True,True,True,True
d1_queue_pressure_fut_10bps_15s_eth,False,False,False,True,False
d1_queue_pressure_fut_10bps_5s_eth,False,False,False,True,False
d1_queue_pressure_fut_1bps_15s_eth,False,False,False,True,False
d1_queue_pressure_fut_2bps_5s_eth,False,False,False,True,False
d1_queue_pressure_fut_5bps_5s_btc,False,False,False,True,False
day_high_fut_btc,False,True,False,False,True
day_high_spot_btc,True,False,False,False,False
day_low_fut_eth,True,False,True,False,True
day_range_bps_fut_btc,False,True,False,False,True
day_range_bps_fut_eth,False,True,True,False,True
day_range_bps_spot_btc,True,True,True,False,True
day_range_bps_spot_eth,True,True,True,False,True
depth_gradient_ask_fut_struct100_1s_eth,False,False,False,True,False
depth_gradient_ask_fut_struct100_300s_btc,True,True,True,False,False
depth_gradient_ask_fut_struct100_300s_eth,True,False,True,False,True
depth_gradient_ask_fut_struct100_60s_btc,True,False,False,True,False
depth_gradient_ask_fut_struct100_900s_btc,False,True,True,False,True
depth_gradient_ask_fut_struct100_900s_eth,True,True,True,True,True
depth_gradient_ask_fut_struct50_1s_btc,False,True,False,True,False
depth_gradient_ask_fut_struct50_300s_eth,True,False,False,False,False
depth_gradient_ask_fut_struct50_60s_btc,False,False,True,True,False
depth_gradient_ask_fut_struct50_900s_eth,False,True,True,False,True
depth_gradient_ask_spot_struct100_300s_btc,False,False,False,True,False
depth_gradient_ask_spot_struct100_300s_eth,True,True,True,False,True
depth_gradient_ask_spot_struct100_60s_eth,False,False,True,False,False
depth_gradient_ask_spot_struct100_900s_btc,False,True,True,False,True
depth_gradient_ask_spot_struct100_900s_eth,True,True,False,False,True
depth_gradient_ask_spot_struct50_300s_btc,True,False,True,False,False
depth_gradient_ask_spot_struct50_300s_eth,False,True,True,False,True
depth_gradient_ask_spot_struct50_60s_btc,False,False,False,True,False
depth_gradient_ask_spot_struct50_900s_btc,False,False,True,True,True
depth_gradient_ask_spot_struct50_900s_eth,True,True,True,True,True
depth_gradient_bid_fut_struct100_300s_btc,True,True,False,True,False
depth_gradient_bid_fut_struct100_300s_eth,False,True,True,False,True
depth_gradient_bid_fut_struct100_60s_btc,False,False,False,True,False
depth_gradient_bid_fut_struct100_900s_btc,True,True,True,True,True
depth_gradient_bid_fut_struct100_900s_eth,False,True,True,False,True
depth_gradient_bid_fut_struct50_300s_btc,False,True,True,False,True
depth_gradient_bid_fut_struct50_60s_eth,False,False,False,True,False
depth_gradient_bid_fut_struct50_900s_btc,True,False,False,True,True
depth_gradient_bid_fut_struct50_900s_eth,False,True,False,False,True
depth_gradient_bid_spot_struct100_1s_eth,True,False,False,False,False
depth_gradient_bid_spot_struct100_300s_btc,False,True,True,True,True
depth_gradient_bid_spot_struct100_300s_eth,True,True,True,False,True
depth_gradient_bid_spot_struct100_60s_btc,False,False,False,True,False
depth_gradient_bid_spot_struct100_60s_eth,True,False,False,False,True
depth_gradient_bid_spot_struct100_900s_btc,True,False,True,False,True
depth_gradient_bid_spot_struct100_900s_eth,True,True,False,False,True
depth_gradient_bid_spot_struct50_300s_btc,False,False,False,True,False
depth_gradient_bid_spot_struct50_300s_eth,False,False,True,False,False
depth_gradient_bid_spot_struct50_60s_eth,True,False,False,False,False
depth_gradient_bid_spot_struct50_900s_btc,True,True,True,True,True
depth_gradient_bid_spot_struct50_900s_eth,True,True,True,True,True
depth_gradient_div_fut_minus_spot_struct100_300s_btc,True,False,False,True,False
depth_gradient_div_fut_minus_spot_struct100_300s_eth,False,False,True,True,False
depth_gradient_div_fut_minus_spot_struct100_60s_eth,False,False,False,True,False
depth_gradient_div_fut_minus_spot_struct100_900s_eth,False,True,True,False,True
depth_gradient_div_fut_minus_spot_struct50_300s_btc,True,False,False,True,False
depth_gradient_div_fut_minus_spot_struct50_900s_btc,True,True,True,False,True
depth_gradient_fut_struct100_60s_eth,True,False,False,False,False
depth_gradient_fut_struct100_900s_btc,True,True,True,False,True
depth_gradient_fut_struct100_900s_eth,True,True,True,False,True
depth_gradient_fut_struct50_300s_btc,False,True,False,False,False
depth_gradient_fut_struct50_300s_eth,True,True,False,False,False
depth_gradient_fut_struct50_60s_btc,False,False,False,True,False
depth_gradient_fut_struct50_900s_btc,False,True,False,False,True
depth_gradient_fut_struct50_900s_eth,False,True,True,False,True
depth_gradient_spot_struct100_300s_btc,False,False,True,False,False
depth_gradient_spot_struct100_300s_eth,False,True,False,True,True
depth_gradient_spot_struct100_60s_btc,False,False,False,True,False
depth_gradient_spot_struct100_60s_eth,False,False,False,True,False
depth_gradient_spot_struct100_900s_btc,True,True,False,True,True
depth_gradient_spot_struct100_900s_eth,True,True,True,False,True
depth_gradient_spot_struct50_300s_btc,True,False,False,False,False
depth_gradient_spot_struct50_300s_eth,True,True,False,False,False
depth_gradient_spot_struct50_60s_eth,True,False,False,True,False
depth_gradient_spot_struct50_900s_btc,False,False,True,False,True
depth_gradient_spot_struct50_900s_eth,True,True,True,False,True
depth_notional_ask_1bps_fut_1s_btc,True,True,False,True,True
depth_notional_ask_1bps_fut_1s_eth,False,False,False,True,False
depth_notional_ask_1bps_spot_1s_btc,False,False,False,True,False
depth_notional_ask_1bps_spot_1s_eth,False,False,False,True,False
depth_notional_ask_2bps_spot_1s_btc,False,False,False,True,False
depth_notional_ask_5bps_fut_1s_btc,False,False,False,True,False
depth_notional_ask_struct100_fut_1s_btc,False,False,False,True,False
depth_notional_ask_struct100_fut_1s_eth,False,False,False,True,False
depth_notional_ask_struct100_fut_300s_btc,True,False,True,False,False
depth_notional_ask_struct100_fut_300s_eth,False,True,True,False,True
depth_notional_ask_struct100_fut_900s_btc,False,True,True,False,True
depth_notional_ask_struct100_fut_900s_eth,True,False,True,True,True
depth_notional_ask_struct100_spot_1s_eth,True,False,False,True,False
depth_notional_ask_struct100_spot_300s_btc,False,False,True,False,False
depth_notional_ask_struct100_spot_300s_eth,True,False,False,False,False
depth_notional_ask_struct100_spot_60s_btc,True,True,True,False,False
depth_notional_ask_struct100_spot_60s_eth,False,True,False,True,False
depth_notional_ask_struct100_spot_900s_btc,True,True,True,False,True
depth_notional_ask_struct100_spot_900s_eth,True,True,True,False,True
depth_notional_ask_struct50_fut_300s_btc,True,False,True,False,False
depth_notional_ask_struct50_fut_300s_eth,True,True,True,True,True
depth_notional_ask_struct50_fut_60s_btc,False,False,False,True,False
depth_notional_ask_struct50_fut_900s_btc,False,True,True,False,True
depth_notional_ask_struct50_fut_900s_eth,True,False,True,True,True
depth_notional_ask_struct50_spot_300s_btc,False,True,True,False,True
depth_notional_ask_struct50_spot_60s_btc,True,True,False,False,False
depth_notional_ask_struct50_spot_60s_eth,False,False,False,True,False
depth_notional_ask_struct50_spot_900s_btc,True,True,True,False,True
depth_notional_ask_struct50_spot_900s_eth,True,True,True,False,True
depth_notional_bid_10bps_spot_1s_btc,True,False,False,False,False
depth_notional_bid_1bps_fut_1s_btc,False,False,False,True,False
depth_notional_bid_2bps_fut_1s_btc,False,False,True,False,False
depth_notional_bid_struct100_fut_1s_btc,False,False,False,True,False
depth_notional_bid_struct100_fut_300s_btc,True,True,True,False,True
depth_notional_bid_struct100_fut_300s_eth,True,False,False,True,False
depth_notional_bid_struct100_fut_900s_btc,False,False,True,False,True
depth_notional_bid_struct100_fut_900s_eth,True,True,True,False,True
depth_notional_bid_struct100_spot_1s_eth,False,False,False,True,False
depth_notional_bid_struct100_spot_300s_btc,False,False,False,True,False
depth_notional_bid_struct100_spot_300s_eth,False,True,True,False,True
depth_notional_bid_struct100_spot_60s_eth,False,False,True,False,False
depth_notional_bid_struct100_spot_900s_btc,False,True,True,True,True
depth_notional_bid_struct100_spot_900s_eth,True,True,True,False,True
depth_notional_bid_struct50_fut_1s_eth,False,False,False,True,False
depth_notional_bid_struct50_fut_300s_btc,True,False,True,True,False
depth_notional_bid_struct50_fut_300s_eth,True,False,True,False,True
depth_notional_bid_struct50_fut_60s_btc,False,True,False,False,False
depth_notional_bid_struct50_fut_60s_eth,True,False,False,False,True
depth_notional_bid_struct50_fut_900s_btc,True,True,True,True,False
depth_notional_bid_struct50_fut_900s_eth,True,True,True,False,True
depth_notional_bid_struct50_spot_300s_btc,True,False,True,True,False
depth_notional_bid_struct50_spot_300s_eth,True,True,True,True,True
depth_notional_bid_struct50_spot_60s_btc,True,False,False,False,False
depth_notional_bid_struct50_spot_900s_btc,True,False,True,False,False
depth_notional_bid_struct50_spot_900s_eth,False,True,True,False,True
dist_to_day_high_bps_fut_btc,False,True,True,False,True
dist_to_day_high_bps_fut_eth,False,False,True,False,True
dist_to_day_high_bps_spot_btc,True,False,True,True,True
dist_to_day_high_bps_spot_eth,True,False,True,False,True
dist_to_day_low_bps_fut_btc,True,False,True,True,True
dist_to_day_low_bps_fut_eth,True,True,True,False,False
dist_to_day_low_bps_spot_btc,True,True,True,False,True
dist_to_day_low_bps_spot_eth,True,True,True,False,True
dist_to_fib_382_week_bps_fut_btc,False,True,True,False,True
dist_to_fib_500_week_bps_fut_btc,False,True,True,False,True
dist_to_fib_618_week_bps_fut_btc,False,False,True,False,False
dist_to_fib_786_week_bps_fut_btc,False,True,False,False,True
dist_to_monday_high_bps_fut_btc,False,True,True,False,False
dist_to_monday_low_bps_fut_btc,True,False,True,False,False
dist_to_poc_1d_bps_fut_btc,False,True,True,False,True
dist_to_poc_1d_bps_fut_eth,True,True,True,False,True
dist_to_poc_240m_bps_fut_btc,False,False,True,True,True
dist_to_poc_240m_bps_fut_eth,True,True,False,False,True
dist_to_poc_60m_bps_fut_btc,True,True,False,False,True
dist_to_poc_60m_bps_fut_eth,True,True,False,True,False
dist_to_prev_day_high_bps_fut_btc,False,True,False,False,True
dist_to_prev_day_high_bps_fut_eth,True,True,True,True,True
dist_to_prev_day_low_bps_fut_btc,True,False,True,True,True
dist_to_prev_day_low_bps_fut_eth,True,True,True,False,True
dist_to_prev_week_high_bps_fut_btc,False,False,True,False,True
dist_to_prev_week_low_bps_fut_btc,False,False,True,False,True
dist_to_vah_1d_bps_fut_btc,True,True,True,True,True
dist_to_vah_1d_bps_fut_eth,True,True,True,True,True
dist_to_vah_240m_bps_fut_btc,True,False,True,True,True
dist_to_vah_240m_bps_fut_eth,True,True,True,False,True
dist_to_vah_60m_bps_fut_btc,True,False,True,False,True
dist_to_vah_60m_bps_fut_eth,True,True,True,True,True
dist_to_val_1d_bps_fut_btc,True,True,True,False,True
dist_to_val_1d_bps_fut_eth,True,True,True,False,True
dist_to_val_240m_bps_fut_btc,False,False,True,False,True
dist_to_val_240m_bps_fut_eth,True,True,True,True,True
dist_to_val_60m_bps_fut_btc,True,True,True,True,True
dist_to_val_60m_bps_fut_eth,True,True,True,True,True
dist_to_week_low_bps_fut_btc,False,False,True,False,True
dist_to_week_open_bps_fut_btc,True,False,False,False,True
ema_200_15m_fut_btc,False,False,True,True,True
ema_200_15m_fut_eth,True,True,True,False,True
ema_200_240m_fut_btc,True,True,True,True,True
ema_200_240m_fut_eth,False,True,True,False,True
ema_200_5m_fut_btc,True,True,True,False,True
ema_200_5m_fut_eth,True,True,True,False,True
ema_200_60m_fut_btc,True,True,True,False,True
ema_200_60m_fut_eth,False,False,True,False,True
ema_50_15m_fut_btc,True,True,False,False,True
ema_50_15m_fut_eth,True,False,True,False,True
ema_50_240m_fut_btc,True,True,True,True,True
ema_50_240m_fut_eth,False,False,True,False,True
ema_50_5m_fut_btc,False,True,False,False,True
ema_50_5m_fut_eth,False,True,False,False,True
ema_50_60m_fut_btc,False,True,False,False,True
ema_50_60m_fut_eth,False,True,False,False,True
ema_slope_200_15m_bps_fut_btc,True,False,True,False,True
ema_slope_200_240m_bps_fut_btc,True,True,False,False,True
ema_slope_200_240m_bps_fut_eth,True,False,True,False,False
ema_slope_200_60m_bps_fut_btc,True,False,True,True,True
ema_slope_200_60m_bps_fut_eth,False,True,True,True,True
ema_slope_50_15m_bps_fut_btc,False,False,True,False,True
ema_slope_50_15m_bps_fut_eth,False,True,True,False,True
ema_slope_50_240m_bps_fut_btc,True,True,True,False,True
ema_slope_50_240m_bps_fut_eth,True,True,True,False,True
ema_slope_50_60m_bps_fut_btc,True,True,False,False,True
ema_slope_50_60m_bps_fut_eth,False,True,True,False,True
fill_rate_ahead_fut_1bps_15s_btc,False,True,True,True,True
fill_rate_ahead_fut_1bps_15s_eth,False,True,False,True,False
fill_rate_ahead_spot_1bps_15s_btc,False,True,True,True,True
fill_rate_ahead_spot_1bps_15s_eth,False,True,True,True,True
flow_depth_align_fut_struct100_300s_btc,False,False,True,True,False
flow_depth_align_fut_struct100_300s_eth,True,False,False,False,False
flow_depth_align_spot_struct100_300s_btc,False,False,False,True,False
flow_depth_align_spot_struct100_300s_eth,True,False,True,False,False
flow_depth_align_spot_struct100_60s_btc,False,False,False,True,False
flow_depth_align_spot_struct100_60s_eth,False,False,False,True,False
impact_per_liquidity_fut_2bps_300s_btc,False,True,True,False,True
impact_per_liquidity_fut_2bps_300s_eth,False,True,True,True,True
impact_per_liquidity_fut_2bps_900s_btc,False,True,False,False,True
impact_per_liquidity_fut_2bps_900s_eth,False,True,True,False,True
impact_per_liquidity_fut_5bps_300s_btc,True,True,False,True,True
impact_per_liquidity_fut_5bps_300s_eth,False,False,True,False,False
impact_per_liquidity_fut_5bps_60s_btc,True,False,False,True,False
impact_per_liquidity_fut_5bps_60s_eth,True,True,False,True,True
impact_per_liquidity_fut_5bps_900s_btc,True,False,True,False,True
impact_per_liquidity_fut_5bps_900s_eth,True,True,True,False,True
impact_per_liquidity_spot_2bps_300s_btc,True,True,False,False,True
impact_per_liquidity_spot_2bps_300s_eth,False,False,True,False,False
impact_per_liquidity_spot_2bps_60s_btc,False,True,False,True,False
impact_per_liquidity_spot_2bps_60s_eth,True,True,False,False,True
impact_per_liquidity_spot_2bps_900s_btc,True,False,False,False,True
impact_per_liquidity_spot_2bps_900s_eth,False,False,False,True,False
impact_per_liquidity_spot_5bps_300s_btc,False,True,True,True,True
impact_per_liquidity_spot_5bps_300s_eth,True,False,True,False,True
impact_per_liquidity_spot_5bps_60s_eth,True,True,False,False,False
impact_per_liquidity_spot_5bps_900s_btc,True,True,False,True,True
impact_per_liquidity_spot_5bps_900s_eth,True,False,True,False,True
impact_per_signed_fut_60s_btc,False,False,False,True,False
impact_per_signed_fut_900s_btc,True,True,True,False,True
impact_per_signed_fut_900s_eth,True,True,True,True,True
impact_per_signed_fut_persist_900s_btc,False,True,False,False,True
impact_per_signed_fut_persist_900s_eth,False,True,True,False,True
impact_per_signed_shock_fut_60s_btc,True,False,False,True,False
impact_per_signed_shock_fut_60s_eth,False,False,False,True,False
impact_per_signed_shock_spot_60s_eth,False,True,False,True,False
impact_per_signed_spot_900s_btc,True,True,True,False,True
impact_per_signed_spot_900s_eth,True,True,True,False,True
impact_per_signed_spot_persist_900s_btc,False,False,True,False,False
liq_cluster_asymmetry_fut_struct100_300s_btc,True,True,True,True,False
liq_cluster_asymmetry_fut_struct100_300s_eth,True,False,False,True,False
liq_cluster_asymmetry_fut_struct100_60s_btc,False,False,False,True,False
liq_cluster_asymmetry_fut_struct50_300s_btc,True,True,False,False,False
liq_cluster_asymmetry_fut_struct50_300s_eth,True,False,True,True,False
liq_cluster_asymmetry_fut_struct50_60s_btc,False,False,False,True,False
liq_cluster_asymmetry_fut_struct50_60s_eth,False,False,False,True,False
liq_cluster_asymmetry_spot_struct100_300s_btc,True,False,False,True,False
liq_cluster_asymmetry_spot_struct50_300s_btc,False,False,False,True,False
liq_cluster_asymmetry_spot_struct50_300s_eth,False,False,True,True,False
liq_cluster_asymmetry_spot_struct50_60s_btc,False,False,False,True,False
liq_concentration_ask_fut_struct100_300s_eth,True,True,True,True,True
liq_concentration_ask_fut_struct100_60s_eth,False,False,True,False,False
liq_concentration_ask_fut_struct100_900s_btc,True,True,True,False,True
liq_concentration_ask_fut_struct100_900s_eth,True,True,True,False,True
liq_concentration_ask_fut_struct50_300s_eth,True,True,True,False,True
liq_concentration_ask_fut_struct50_60s_eth,True,False,False,False,False
liq_concentration_ask_fut_struct50_900s_btc,True,True,True,False,True
liq_concentration_ask_fut_struct50_900s_eth,True,True,False,False,False
liq_concentration_ask_spot_struct100_300s_eth,True,False,False,False,False
liq_concentration_ask_spot_struct100_60s_btc,True,True,False,True,False
liq_concentration_ask_spot_struct100_900s_btc,True,True,True,False,True
liq_concentration_ask_spot_struct100_900s_eth,True,True,True,False,True
liq_concentration_ask_spot_struct50_300s_btc,False,True,False,False,False
liq_concentration_ask_spot_struct50_300s_eth,True,True,True,True,True
liq_concentration_ask_spot_struct50_60s_eth,False,False,False,True,False
liq_concentration_ask_spot_struct50_900s_btc,True,True,False,True,True
liq_concentration_ask_spot_struct50_900s_eth,True,True,True,True,True
liq_concentration_bid_fut_struct100_300s_btc,True,False,False,False,False
liq_concentration_bid_fut_struct100_300s_eth,False,True,True,False,False
liq_concentration_bid_fut_struct100_60s_eth,False,False,True,True,False
liq_concentration_bid_fut_struct100_900s_btc,True,True,True,False,True
liq_concentration_bid_fut_struct100_900s_eth,True,True,True,False,True
liq_concentration_bid_fut_struct50_1s_btc,False,True,False,False,False
liq_concentration_bid_fut_struct50_300s_eth,True,False,False,False,False
liq_concentration_bid_fut_struct50_60s_eth,False,False,False,True,False
liq_concentration_bid_fut_struct50_900s_eth,True,True,False,False,True
liq_concentration_bid_spot_struct100_1s_btc,False,False,False,True,False
liq_concentration_bid_spot_struct100_300s_btc,False,True,False,False,False
liq_concentration_bid_spot_struct100_300s_eth,True,True,True,False,True
liq_concentration_bid_spot_struct100_60s_btc,False,False,False,True,False
liq_concentration_bid_spot_struct100_60s_eth,True,False,False,True,True
liq_concentration_bid_spot_struct100_900s_btc,True,True,True,False,True
liq_concentration_bid_spot_struct100_900s_eth,True,True,True,False,True
liq_concentration_bid_spot_struct50_300s_eth,False,False,True,False,False
liq_concentration_bid_spot_struct50_900s_btc,False,False,True,True,True
liq_concentration_bid_spot_struct50_900s_eth,True,True,False,False,True
liq_concentration_div_fut_minus_spot_struct100_300s_btc,True,True,False,False,False
liq_concentration_div_fut_minus_spot_struct100_300s_eth,False,False,True,False,False
liq_concentration_div_fut_minus_spot_struct100_60s_eth,False,False,False,True,False
liq_concentration_div_fut_minus_spot_struct100_900s_btc,True,True,True,True,True
liq_concentration_div_fut_minus_spot_struct100_900s_eth,True,False,True,False,True
liq_concentration_div_fut_minus_spot_struct50_300s_btc,True,False,True,False,False
liq_concentration_div_fut_minus_spot_struct50_60s_eth,False,False,False,True,False
liq_concentration_div_fut_minus_spot_struct50_900s_btc,False,True,True,True,True
liq_concentration_div_fut_minus_spot_struct50_900s_eth,True,True,True,False,False
liq_concentration_fut_struct100_1s_eth,False,False,False,True,False
liq_concentration_fut_struct100_300s_eth,False,False,True,True,False
liq_concentration_fut_struct100_900s_btc,True,True,True,False,True
liq_concentration_fut_struct100_900s_eth,True,True,True,False,True
liq_concentration_fut_struct50_300s_btc,False,True,False,True,False
liq_concentration_fut_struct50_60s_btc,False,False,False,True,False
liq_concentration_fut_struct50_900s_btc,True,True,True,True,True
liq_concentration_fut_struct50_900s_eth,True,True,True,False,True
liq_concentration_spot_struct100_300s_btc,True,False,False,False,False
liq_concentration_spot_struct100_300s_eth,True,True,True,False,True
